x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-rot,y-rot,z-rot,y
-0.50517654,0.4381389,9.165004,-0.2107166,0.12714161,-0.123782694,-0.027261088,0.030867392,0.99882984,0
-0.40940848,0.545878,8.865729,-0.17985407,0.12820584,-0.11526889999999998,-0.036770713,0.045975382999999995,0.9976450000000001,0
-0.5291186,0.6344634,9.131485000000001,-0.26392785,0.14523344,-0.11101199999999999,-0.045582555,0.06216876,0.9960960999999999,2
-0.45968673,0.521936,8.942344,-0.20007434,0.08670105,-0.16848016,-0.050152767,0.063772656,0.9951675,3
-0.21547815,1.0821792,8.774749,-0.1766614,0.14416921,-0.10569087,-0.02220352,0.06626706,0.9969828000000002,0
-0.4261679,0.94331545,8.944737,-0.21390927,0.18354553,-0.15358101,-0.029207003999999998,0.07711387,0.99559236,0
-0.533907,1.0007763,9.045294,-0.23945068,0.09521485,-0.19934268,-0.051996954000000005,0.08810889,0.99402577,7
-0.30166942,0.9552864999999999,8.851364,-0.28840503,-0.03462062,-0.21317762,-0.045433417000000004,0.084197916,0.99385613,5
-0.25857377,2.6168625,9.224859,-0.22242308,0.270812,-0.11526889999999998,-0.015378215,0.14128123,0.9875343000000001,0
-0.12928689,2.8323407000000005,8.942344,-0.4044056,0.07818725,-0.18763621,-0.026876155,0.17004655,0.9832377,1
-0.49559975,2.4085669999999997,8.966286,-0.2649921,0.021783315,-0.18125086,-0.03167397,0.16009402,0.98309296,3
-0.20829555,2.3199813,8.9519205,-0.23519377,0.13033429,-0.15145256,-0.033431318,0.1607102,0.98230577,6
-0.11252748,2.3008277,8.882488,-0.22455153,0.12607738,-0.12059002,-0.029687712,0.15861726,0.9817476,6
-0.18195933,2.2625206,8.863335000000001,-0.20858815,0.15481146,-0.08653482,0.029631741,-0.1269922,-0.99139804,0
-0.45010993,2.4349031,8.944737,-0.22135885,0.14949033,-0.08014947,0.043169662000000004,-0.15056124,-0.9876574,2
-0.50757074,2.2720973,8.973467999999999,-0.22667998,0.19525202,-0.13761763,-0.052743964000000004,0.15079679999999998,0.98709995,3
-0.6919243,2.1739352000000003,8.856152999999999,-0.18730363,0.15055457,-0.16103058,-0.055854343,0.1507328,0.9868109,6
-1.1228806,1.8770541,8.911219000000001,-0.22774419,0.11862781,-0.100369744,0.076003246,-0.10285664,-0.9909796000000001,0
-1.1563994,1.8962077000000002,9.062054,-0.28946924,0.111178234,-0.102498196,0.09037161,-0.123227015,-0.98773825,2
